"","pp_no","condition","bin","bin_no","trial","muscle","rms"
"832","pp3","stimtype1","bin_8",8,"trial6","cheek",2.5801
"833","pp3","stimtype1","bin_9",9,"trial6","brow",5.5703
"834","pp3","stimtype1","bin_9",9,"trial6","cheek",2.9341
"835","pp3","stimtype1","bin_10",10,"trial6","brow",6.5976
"836","pp3","stimtype1","bin_10",10,"trial6","cheek",2.9338
"837","pp3","stimtype1","bin_0",0,"trial7","brow",6.09
"838","pp3","stimtype1","bin_0",0,"trial7","cheek",3.0403
"839","pp3","stimtype1","bin_1",1,"trial7","brow",4.0592
"840","pp3","stimtype1","bin_1",1,"trial7","cheek",2.5324
"841","pp3","stimtype1","bin_2",2,"trial7","brow",4.5302
"842","pp3","stimtype1","bin_2",2,"trial7","cheek",2.888
"843","pp3","stimtype1","bin_3",3,"trial7","brow",5.2576
"844","pp3","stimtype1","bin_3",3,"trial7","cheek",2.4712
"845","pp3","stimtype1","bin_4",4,"trial7","brow",5.0279
"846","pp3","stimtype1","bin_4",4,"trial7","cheek",2.7584
"847","pp3","stimtype1","bin_5",5,"trial7","brow",5.8709
"848","pp3","stimtype1","bin_5",5,"trial7","cheek",3.6169
"849","pp3","stimtype1","bin_6",6,"trial7","brow",5.5235
"850","pp3","stimtype1","bin_6",6,"trial7","cheek",3.2819
"851","pp3","stimtype1","bin_7",7,"trial7","brow",5.5609
"852","pp3","stimtype1","bin_7",7,"trial7","cheek",3.0161
"853","pp3","stimtype1","bin_8",8,"trial7","brow",6.1039
"854","pp3","stimtype1","bin_8",8,"trial7","cheek",2.4935
"855","pp3","stimtype1","bin_9",9,"trial7","brow",5.6472
"856","pp3","stimtype1","bin_9",9,"trial7","cheek",2.5312
"857","pp3","stimtype1","bin_10",10,"trial7","brow",8.3028
"858","pp3","stimtype1","bin_10",10,"trial7","cheek",3.5633
"859","pp3","stimtype1","bin_0",0,"trial8","brow",7.2922
"860","pp3","stimtype1","bin_0",0,"trial8","cheek",2.838
"861","pp3","stimtype1","bin_1",1,"trial8","brow",6.3529
"862","pp3","stimtype1","bin_1",1,"trial8","cheek",2.7559
"863","pp3","stimtype1","bin_2",2,"trial8","brow",5.0858
"864","pp3","stimtype1","bin_2",2,"trial8","cheek",2.9452
"865","pp3","stimtype1","bin_3",3,"trial8","brow",6.9152
"866","pp3","stimtype1","bin_3",3,"trial8","cheek",2.5776
"867","pp3","stimtype1","bin_4",4,"trial8","brow",5.761
"868","pp3","stimtype1","bin_4",4,"trial8","cheek",2.8236
"869","pp3","stimtype1","bin_5",5,"trial8","brow",6.9276
"870","pp3","stimtype1","bin_5",5,"trial8","cheek",3.0194
"871","pp3","stimtype1","bin_6",6,"trial8","brow",6.8801
"872","pp3","stimtype1","bin_6",6,"trial8","cheek",2.862
"873","pp3","stimtype1","bin_7",7,"trial8","brow",7.2592
"874","pp3","stimtype1","bin_7",7,"trial8","cheek",2.6511
"875","pp3","stimtype1","bin_8",8,"trial8","brow",6.8696
"876","pp3","stimtype1","bin_8",8,"trial8","cheek",2.7219
"877","pp3","stimtype1","bin_9",9,"trial8","brow",9.1606
"878","pp3","stimtype1","bin_9",9,"trial8","cheek",2.6795
"879","pp3","stimtype1","bin_10",10,"trial8","brow",5.1937
"880","pp3","stimtype1","bin_10",10,"trial8","cheek",3.219
"881","pp3","stimtype2","bin_0",0,"trial1","brow",4.0726
"882","pp3","stimtype2","bin_0",0,"trial1","cheek",5.8174
"883","pp3","stimtype2","bin_1",1,"trial1","brow",4.0058
"884","pp3","stimtype2","bin_1",1,"trial1","cheek",5.4808
"885","pp3","stimtype2","bin_2",2,"trial1","brow",2.9861
"886","pp3","stimtype2","bin_2",2,"trial1","cheek",5.5749
"887","pp3","stimtype2","bin_3",3,"trial1","brow",3.6567
"888","pp3","stimtype2","bin_3",3,"trial1","cheek",6.6757
"889","pp3","stimtype2","bin_4",4,"trial1","brow",2.7944
"890","pp3","stimtype2","bin_4",4,"trial1","cheek",5.8547
"891","pp3","stimtype2","bin_5",5,"trial1","brow",3.3892
"892","pp3","stimtype2","bin_5",5,"trial1","cheek",6.1216
"893","pp3","stimtype2","bin_6",6,"trial1","brow",3.799
"894","pp3","stimtype2","bin_6",6,"trial1","cheek",5.5307
"895","pp3","stimtype2","bin_7",7,"trial1","brow",4.1519
"896","pp3","stimtype2","bin_7",7,"trial1","cheek",5.0883
"897","pp3","stimtype2","bin_8",8,"trial1","brow",4.1196
"898","pp3","stimtype2","bin_8",8,"trial1","cheek",4.8358
"899","pp3","stimtype2","bin_9",9,"trial1","brow",2.9633
"900","pp3","stimtype2","bin_9",9,"trial1","cheek",4.702
"901","pp3","stimtype2","bin_10",10,"trial1","brow",3.231
"902","pp3","stimtype2","bin_10",10,"trial1","cheek",5.1708
"903","pp3","stimtype2","bin_0",0,"trial2","brow",4.2477
"904","pp3","stimtype2","bin_0",0,"trial2","cheek",3.3708
"905","pp3","stimtype2","bin_1",1,"trial2","brow",4.4896
"906","pp3","stimtype2","bin_1",1,"trial2","cheek",3.3247
"907","pp3","stimtype2","bin_2",2,"trial2","brow",3.4435
"908","pp3","stimtype2","bin_2",2,"trial2","cheek",2.9958
"909","pp3","stimtype2","bin_3",3,"trial2","brow",3.7231
"910","pp3","stimtype2","bin_3",3,"trial2","cheek",3.4126
"911","pp3","stimtype2","bin_4",4,"trial2","brow",4.6009
"912","pp3","stimtype2","bin_4",4,"trial2","cheek",3.8335
"913","pp3","stimtype2","bin_5",5,"trial2","brow",4.4521
"914","pp3","stimtype2","bin_5",5,"trial2","cheek",2.9528
"915","pp3","stimtype2","bin_6",6,"trial2","brow",5.9
"916","pp3","stimtype2","bin_6",6,"trial2","cheek",5.6372
"917","pp3","stimtype2","bin_7",7,"trial2","brow",3.4606
"918","pp3","stimtype2","bin_7",7,"trial2","cheek",3.1668
"919","pp3","stimtype2","bin_8",8,"trial2","brow",4.1833
"920","pp3","stimtype2","bin_8",8,"trial2","cheek",2.9972
"921","pp3","stimtype2","bin_9",9,"trial2","brow",5.0255
"922","pp3","stimtype2","bin_9",9,"trial2","cheek",3.2543
"923","pp3","stimtype2","bin_10",10,"trial2","brow",3.8017
"924","pp3","stimtype2","bin_10",10,"trial2","cheek",3.3425
"925","pp3","stimtype2","bin_0",0,"trial3","brow",4.2743
"926","pp3","stimtype2","bin_0",0,"trial3","cheek",2.8945
"927","pp3","stimtype2","bin_1",1,"trial3","brow",3.752
"928","pp3","stimtype2","bin_1",1,"trial3","cheek",3.0768
"929","pp3","stimtype2","bin_2",2,"trial3","brow",3.2305
"930","pp3","stimtype2","bin_2",2,"trial3","cheek",3.1375
"931","pp3","stimtype2","bin_3",3,"trial3","brow",3.2741
"932","pp3","stimtype2","bin_3",3,"trial3","cheek",2.8288
"933","pp3","stimtype2","bin_4",4,"trial3","brow",4.2768
"934","pp3","stimtype2","bin_4",4,"trial3","cheek",2.9344
"935","pp3","stimtype2","bin_5",5,"trial3","brow",4.7216
"936","pp3","stimtype2","bin_5",5,"trial3","cheek",2.6987
"937","pp3","stimtype2","bin_6",6,"trial3","brow",3.2347
"938","pp3","stimtype2","bin_6",6,"trial3","cheek",4.3035
"939","pp3","stimtype2","bin_7",7,"trial3","brow",4.8733
"940","pp3","stimtype2","bin_7",7,"trial3","cheek",3.3248
"941","pp3","stimtype2","bin_8",8,"trial3","brow",4.4203
"942","pp3","stimtype2","bin_8",8,"trial3","cheek",2.4249
"943","pp3","stimtype2","bin_9",9,"trial3","brow",4.3281
"944","pp3","stimtype2","bin_9",9,"trial3","cheek",2.7764
"945","pp3","stimtype2","bin_10",10,"trial3","brow",4.4792
"946","pp3","stimtype2","bin_10",10,"trial3","cheek",3.0058
"947","pp3","stimtype2","bin_0",0,"trial4","brow",4.0762
"948","pp3","stimtype2","bin_0",0,"trial4","cheek",3.0593
"949","pp3","stimtype2","bin_1",1,"trial4","brow",4.2347
"950","pp3","stimtype2","bin_1",1,"trial4","cheek",2.8465
"951","pp3","stimtype2","bin_2",2,"trial4","brow",3.6875
"952","pp3","stimtype2","bin_2",2,"trial4","cheek",2.7763
"953","pp3","stimtype2","bin_3",3,"trial4","brow",4.1539
"954","pp3","stimtype2","bin_3",3,"trial4","cheek",2.5995
"955","pp3","stimtype2","bin_4",4,"trial4","brow",4.4035
"956","pp3","stimtype2","bin_4",4,"trial4","cheek",2.5953
"957","pp3","stimtype2","bin_5",5,"trial4","brow",4.1414
"958","pp3","stimtype2","bin_5",5,"trial4","cheek",2.9688
"959","pp3","stimtype2","bin_6",6,"trial4","brow",3.6678
"960","pp3","stimtype2","bin_6",6,"trial4","cheek",3.1762
"961","pp3","stimtype2","bin_7",7,"trial4","brow",3.4896
"962","pp3","stimtype2","bin_7",7,"trial4","cheek",3.1441
"963","pp3","stimtype2","bin_8",8,"trial4","brow",3.4938
"964","pp3","stimtype2","bin_8",8,"trial4","cheek",3.0972
"965","pp3","stimtype2","bin_9",9,"trial4","brow",3.5064
"966","pp3","stimtype2","bin_9",9,"trial4","cheek",2.6895
"967","pp3","stimtype2","bin_10",10,"trial4","brow",3.6574
"968","pp3","stimtype2","bin_10",10,"trial4","cheek",3.1199
"969","pp3","stimtype2","bin_0",0,"trial5","brow",3.998
"970","pp3","stimtype2","bin_0",0,"trial5","cheek",3.2842
"971","pp3","stimtype2","bin_1",1,"trial5","brow",4.2107
"972","pp3","stimtype2","bin_1",1,"trial5","cheek",3.193
"973","pp3","stimtype2","bin_2",2,"trial5","brow",3.3387
"974","pp3","stimtype2","bin_2",2,"trial5","cheek",2.9074
"975","pp3","stimtype2","bin_3",3,"trial5","brow",6.246
"976","pp3","stimtype2","bin_3",3,"trial5","cheek",2.5942
"977","pp3","stimtype2","bin_4",4,"trial5","brow",3.2548
"978","pp3","stimtype2","bin_4",4,"trial5","cheek",3.1249
"979","pp3","stimtype2","bin_5",5,"trial5","brow",4.208
"980","pp3","stimtype2","bin_5",5,"trial5","cheek",2.9443
"981","pp3","stimtype2","bin_6",6,"trial5","brow",2.7621
"982","pp3","stimtype2","bin_6",6,"trial5","cheek",3.0303
"983","pp3","stimtype2","bin_7",7,"trial5","brow",3.8259
"984","pp3","stimtype2","bin_7",7,"trial5","cheek",3.2327
"985","pp3","stimtype2","bin_8",8,"trial5","brow",2.6589
"986","pp3","stimtype2","bin_8",8,"trial5","cheek",3.3482
"987","pp3","stimtype2","bin_9",9,"trial5","brow",3.9107
"988","pp3","stimtype2","bin_9",9,"trial5","cheek",3.02
"989","pp3","stimtype2","bin_10",10,"trial5","brow",3.7128
"990","pp3","stimtype2","bin_10",10,"trial5","cheek",2.9488
"991","pp3","stimtype2","bin_0",0,"trial6","brow",3.9862
"992","pp3","stimtype2","bin_0",0,"trial6","cheek",2.6769
"993","pp3","stimtype2","bin_1",1,"trial6","brow",4.1971
"994","pp3","stimtype2","bin_1",1,"trial6","cheek",2.2436
"995","pp3","stimtype2","bin_2",2,"trial6","brow",2.6167
"996","pp3","stimtype2","bin_2",2,"trial6","cheek",2.7095
"997","pp3","stimtype2","bin_3",3,"trial6","brow",4.538
"998","pp3","stimtype2","bin_3",3,"trial6","cheek",2.8505
"999","pp3","stimtype2","bin_4",4,"trial6","brow",3.7085
"1000","pp3","stimtype2","bin_4",4,"trial6","cheek",2.6459
"1001","pp3","stimtype2","bin_5",5,"trial6","brow",3.7716
"1002","pp3","stimtype2","bin_5",5,"trial6","cheek",2.9008
"1003","pp3","stimtype2","bin_6",6,"trial6","brow",4.6224
"1004","pp3","stimtype2","bin_6",6,"trial6","cheek",3.0849
"1005","pp3","stimtype2","bin_7",7,"trial6","brow",3.5498
"1006","pp3","stimtype2","bin_7",7,"trial6","cheek",2.7399
"1007","pp3","stimtype2","bin_8",8,"trial6","brow",3.597
"1008","pp3","stimtype2","bin_8",8,"trial6","cheek",2.9988
"1009","pp3","stimtype2","bin_9",9,"trial6","brow",5.5657
"1010","pp3","stimtype2","bin_9",9,"trial6","cheek",3.0387
"1011","pp3","stimtype2","bin_10",10,"trial6","brow",5.6544
"1012","pp3","stimtype2","bin_10",10,"trial6","cheek",3.2097
"1013","pp3","stimtype2","bin_0",0,"trial7","brow",5.0097
"1014","pp3","stimtype2","bin_0",0,"trial7","cheek",3.9212
"1015","pp3","stimtype2","bin_1",1,"trial7","brow",5.0167
"1016","pp3","stimtype2","bin_1",1,"trial7","cheek",4.029
"1017","pp3","stimtype2","bin_2",2,"trial7","brow",4.5637
"1018","pp3","stimtype2","bin_2",2,"trial7","cheek",7.6666
"1019","pp3","stimtype2","bin_3",3,"trial7","brow",3.9222
"1020","pp3","stimtype2","bin_3",3,"trial7","cheek",9.8214
"1021","pp3","stimtype2","bin_4",4,"trial7","brow",4.0792
"1022","pp3","stimtype2","bin_4",4,"trial7","cheek",4.1052
"1023","pp3","stimtype2","bin_5",5,"trial7","brow",3.2324
"1024","pp3","stimtype2","bin_5",5,"trial7","cheek",3.1306
"1025","pp3","stimtype2","bin_6",6,"trial7","brow",2.4996
"1026","pp3","stimtype2","bin_6",6,"trial7","cheek",3.5356
"1027","pp3","stimtype2","bin_7",7,"trial7","brow",3.7093
"1028","pp3","stimtype2","bin_7",7,"trial7","cheek",3.8216
"1029","pp3","stimtype2","bin_8",8,"trial7","brow",3.2389
"1030","pp3","stimtype2","bin_8",8,"trial7","cheek",3.8051
"1031","pp3","stimtype2","bin_9",9,"trial7","brow",3.1952
"1032","pp3","stimtype2","bin_9",9,"trial7","cheek",4.7109
"1033","pp3","stimtype2","bin_10",10,"trial7","brow",3.8773
"1034","pp3","stimtype2","bin_10",10,"trial7","cheek",3.901
"1035","pp3","stimtype2","bin_0",0,"trial8","brow",6.703
"1036","pp3","stimtype2","bin_0",0,"trial8","cheek",2.9657
"1037","pp3","stimtype2","bin_1",1,"trial8","brow",6.0825
"1038","pp3","stimtype2","bin_1",1,"trial8","cheek",2.6665
"1039","pp3","stimtype2","bin_2",2,"trial8","brow",5.2429
"1040","pp3","stimtype2","bin_2",2,"trial8","cheek",2.4952
"1041","pp3","stimtype2","bin_3",3,"trial8","brow",5.7834
"1042","pp3","stimtype2","bin_3",3,"trial8","cheek",2.6554
"1043","pp3","stimtype2","bin_4",4,"trial8","brow",5.7391
"1044","pp3","stimtype2","bin_4",4,"trial8","cheek",2.7202
"1045","pp3","stimtype2","bin_5",5,"trial8","brow",5.6338
"1046","pp3","stimtype2","bin_5",5,"trial8","cheek",2.4499
"1047","pp3","stimtype2","bin_6",6,"trial8","brow",5.541
"1048","pp3","stimtype2","bin_6",6,"trial8","cheek",2.2236
"1049","pp3","stimtype2","bin_7",7,"trial8","brow",9.5946
"1050","pp3","stimtype2","bin_7",7,"trial8","cheek",2.484
"1051","pp3","stimtype2","bin_8",8,"trial8","brow",6.9537
"1052","pp3","stimtype2","bin_8",8,"trial8","cheek",2.8007
"1053","pp3","stimtype2","bin_9",9,"trial8","brow",5.8062
"1054","pp3","stimtype2","bin_9",9,"trial8","cheek",2.6029
"1055","pp3","stimtype2","bin_10",10,"trial8","brow",5.331
"1056","pp3","stimtype2","bin_10",10,"trial8","cheek",2.6195
"1057","pp4","stimtype1","bin_0",0,"trial1","brow",8.4865
"1058","pp4","stimtype1","bin_0",0,"trial1","cheek",3.4868
"1059","pp4","stimtype1","bin_1",1,"trial1","brow",8.7654
"1060","pp4","stimtype1","bin_1",1,"trial1","cheek",3.6426
"1061","pp4","stimtype1","bin_2",2,"trial1","brow",7.3461
"1062","pp4","stimtype1","bin_2",2,"trial1","cheek",3.0973
"1063","pp4","stimtype1","bin_3",3,"trial1","brow",9.3733
"1064","pp4","stimtype1","bin_3",3,"trial1","cheek",3.6975
"1065","pp4","stimtype1","bin_4",4,"trial1","brow",8.1565
"1066","pp4","stimtype1","bin_4",4,"trial1","cheek",3.6276
"1067","pp4","stimtype1","bin_5",5,"trial1","brow",9.3309
"1068","pp4","stimtype1","bin_5",5,"trial1","cheek",3.9801
"1069","pp4","stimtype1","bin_6",6,"trial1","brow",8.8385
"1070","pp4","stimtype1","bin_6",6,"trial1","cheek",3.5737
"1071","pp4","stimtype1","bin_7",7,"trial1","brow",7.2198
"1072","pp4","stimtype1","bin_7",7,"trial1","cheek",3.1891
"1073","pp4","stimtype1","bin_8",8,"trial1","brow",8.998
"1074","pp4","stimtype1","bin_8",8,"trial1","cheek",3.0847
"1075","pp4","stimtype1","bin_9",9,"trial1","brow",9.0645
"1076","pp4","stimtype1","bin_9",9,"trial1","cheek",4.3048
"1077","pp4","stimtype1","bin_10",10,"trial1","brow",9.2055
"1078","pp4","stimtype1","bin_10",10,"trial1","cheek",3.0455
"1079","pp4","stimtype1","bin_0",0,"trial2","brow",8.7745
"1080","pp4","stimtype1","bin_0",0,"trial2","cheek",3.974
"1081","pp4","stimtype1","bin_1",1,"trial2","brow",8.4364
"1082","pp4","stimtype1","bin_1",1,"trial2","cheek",3.8377
"1083","pp4","stimtype1","bin_2",2,"trial2","brow",9.7279
"1084","pp4","stimtype1","bin_2",2,"trial2","cheek",3.7574
"1085","pp4","stimtype1","bin_3",3,"trial2","brow",7.0095
"1086","pp4","stimtype1","bin_3",3,"trial2","cheek",4.0489
"1087","pp4","stimtype1","bin_4",4,"trial2","brow",11.0645
"1088","pp4","stimtype1","bin_4",4,"trial2","cheek",3.9101
"1089","pp4","stimtype1","bin_5",5,"trial2","brow",6.9078
"1090","pp4","stimtype1","bin_5",5,"trial2","cheek",3.4396
"1091","pp4","stimtype1","bin_6",6,"trial2","brow",9.3123
"1092","pp4","stimtype1","bin_6",6,"trial2","cheek",3.7359
"1093","pp4","stimtype1","bin_7",7,"trial2","brow",11.1451
"1094","pp4","stimtype1","bin_7",7,"trial2","cheek",3.1587
"1095","pp4","stimtype1","bin_8",8,"trial2","brow",9.8858
"1096","pp4","stimtype1","bin_8",8,"trial2","cheek",3.419
"1097","pp4","stimtype1","bin_9",9,"trial2","brow",9.5679
"1098","pp4","stimtype1","bin_9",9,"trial2","cheek",3.757
"1099","pp4","stimtype1","bin_10",10,"trial2","brow",8.8682
"1100","pp4","stimtype1","bin_10",10,"trial2","cheek",4.1983
"1101","pp4","stimtype1","bin_0",0,"trial3","brow",9.0015
"1102","pp4","stimtype1","bin_0",0,"trial3","cheek",3.8175
"1103","pp4","stimtype1","bin_1",1,"trial3","brow",9.5812
"1104","pp4","stimtype1","bin_1",1,"trial3","cheek",3.6022
"1105","pp4","stimtype1","bin_2",2,"trial3","brow",8.665
"1106","pp4","stimtype1","bin_2",2,"trial3","cheek",3.828
"1107","pp4","stimtype1","bin_3",3,"trial3","brow",12.2172
"1108","pp4","stimtype1","bin_3",3,"trial3","cheek",3.2826
"1109","pp4","stimtype1","bin_4",4,"trial3","brow",9.9614
"1110","pp4","stimtype1","bin_4",4,"trial3","cheek",3.2694
"1111","pp4","stimtype1","bin_5",5,"trial3","brow",10.2503
"1112","pp4","stimtype1","bin_5",5,"trial3","cheek",3.8848
"1113","pp4","stimtype1","bin_6",6,"trial3","brow",8.6421
"1114","pp4","stimtype1","bin_6",6,"trial3","cheek",3.8298
"1115","pp4","stimtype1","bin_7",7,"trial3","brow",9.1684
"1116","pp4","stimtype1","bin_7",7,"trial3","cheek",4.8246
"1117","pp4","stimtype1","bin_8",8,"trial3","brow",10.969
"1118","pp4","stimtype1","bin_8",8,"trial3","cheek",3.4804
"1119","pp4","stimtype1","bin_9",9,"trial3","brow",7.3543
"1120","pp4","stimtype1","bin_9",9,"trial3","cheek",3.5949
"1121","pp4","stimtype1","bin_10",10,"trial3","brow",7.2367
"1122","pp4","stimtype1","bin_10",10,"trial3","cheek",3.7609
"1123","pp4","stimtype1","bin_0",0,"trial4","brow",10.6287
"1124","pp4","stimtype1","bin_0",0,"trial4","cheek",3.6407
"1125","pp4","stimtype1","bin_1",1,"trial4","brow",9.3746
"1126","pp4","stimtype1","bin_1",1,"trial4","cheek",3.5645
"1127","pp4","stimtype1","bin_2",2,"trial4","brow",5.8197
"1128","pp4","stimtype1","bin_2",2,"trial4","cheek",4.2984
"1129","pp4","stimtype1","bin_3",3,"trial4","brow",8.7094
"1130","pp4","stimtype1","bin_3",3,"trial4","cheek",3.956
"1131","pp4","stimtype1","bin_4",4,"trial4","brow",7.9713
"1132","pp4","stimtype1","bin_4",4,"trial4","cheek",3.9814
"1133","pp4","stimtype1","bin_5",5,"trial4","brow",8.1145
"1134","pp4","stimtype1","bin_5",5,"trial4","cheek",3.5863
"1135","pp4","stimtype1","bin_6",6,"trial4","brow",7.5701
"1136","pp4","stimtype1","bin_6",6,"trial4","cheek",3.7418
"1137","pp4","stimtype1","bin_7",7,"trial4","brow",10.0208
"1138","pp4","stimtype1","bin_7",7,"trial4","cheek",3.4432
"1139","pp4","stimtype1","bin_8",8,"trial4","brow",10.4783
"1140","pp4","stimtype1","bin_8",8,"trial4","cheek",3.8845
"1141","pp4","stimtype1","bin_9",9,"trial4","brow",6.0767
"1142","pp4","stimtype1","bin_9",9,"trial4","cheek",3.5092
"1143","pp4","stimtype1","bin_10",10,"trial4","brow",6.9324
"1144","pp4","stimtype1","bin_10",10,"trial4","cheek",3.6851
"1145","pp4","stimtype1","bin_0",0,"trial5","brow",9.2633
"1146","pp4","stimtype1","bin_0",0,"trial5","cheek",3.94
"1147","pp4","stimtype1","bin_1",1,"trial5","brow",7.8894
"1148","pp4","stimtype1","bin_1",1,"trial5","cheek",3.3727
"1149","pp4","stimtype1","bin_2",2,"trial5","brow",8.3533
"1150","pp4","stimtype1","bin_2",2,"trial5","cheek",3.244
"1151","pp4","stimtype1","bin_3",3,"trial5","brow",12.35
"1152","pp4","stimtype1","bin_3",3,"trial5","cheek",4.0494
"1153","pp4","stimtype1","bin_4",4,"trial5","brow",8.1797
"1154","pp4","stimtype1","bin_4",4,"trial5","cheek",3.3106
"1155","pp4","stimtype1","bin_5",5,"trial5","brow",7.7529
"1156","pp4","stimtype1","bin_5",5,"trial5","cheek",3.581
"1157","pp4","stimtype1","bin_6",6,"trial5","brow",8.6998
"1158","pp4","stimtype1","bin_6",6,"trial5","cheek",3.721
"1159","pp4","stimtype1","bin_7",7,"trial5","brow",10.6739
"1160","pp4","stimtype1","bin_7",7,"trial5","cheek",3.6686
"1161","pp4","stimtype1","bin_8",8,"trial5","brow",5.7792
"1162","pp4","stimtype1","bin_8",8,"trial5","cheek",3.4693
"1163","pp4","stimtype1","bin_9",9,"trial5","brow",8.6091
"1164","pp4","stimtype1","bin_9",9,"trial5","cheek",4.7887
"1165","pp4","stimtype1","bin_10",10,"trial5","brow",9.1055
"1166","pp4","stimtype1","bin_10",10,"trial5","cheek",4.0059
"1167","pp4","stimtype1","bin_0",0,"trial6","brow",9.2988
"1168","pp4","stimtype1","bin_0",0,"trial6","cheek",3.6884
"1169","pp4","stimtype1","bin_1",1,"trial6","brow",10.3475
"1170","pp4","stimtype1","bin_1",1,"trial6","cheek",5.4415
"1171","pp4","stimtype1","bin_2",2,"trial6","brow",9.1554
"1172","pp4","stimtype1","bin_2",2,"trial6","cheek",7.3411
"1173","pp4","stimtype1","bin_3",3,"trial6","brow",7.8946
"1174","pp4","stimtype1","bin_3",3,"trial6","cheek",4.0481
"1175","pp4","stimtype1","bin_4",4,"trial6","brow",7.8602
"1176","pp4","stimtype1","bin_4",4,"trial6","cheek",3.5726
"1177","pp4","stimtype1","bin_5",5,"trial6","brow",9.7031
"1178","pp4","stimtype1","bin_5",5,"trial6","cheek",4.1927
"1179","pp4","stimtype1","bin_6",6,"trial6","brow",8.1008
"1180","pp4","stimtype1","bin_6",6,"trial6","cheek",4.0902
"1181","pp4","stimtype1","bin_7",7,"trial6","brow",8.6843
"1182","pp4","stimtype1","bin_7",7,"trial6","cheek",3.7323
"1183","pp4","stimtype1","bin_8",8,"trial6","brow",8.3927
"1184","pp4","stimtype1","bin_8",8,"trial6","cheek",4.2308
"1185","pp4","stimtype1","bin_9",9,"trial6","brow",6.3832
"1186","pp4","stimtype1","bin_9",9,"trial6","cheek",4.1563
"1187","pp4","stimtype1","bin_10",10,"trial6","brow",8.5217
"1188","pp4","stimtype1","bin_10",10,"trial6","cheek",4.3706
"1189","pp4","stimtype1","bin_0",0,"trial7","brow",11.5405
"1190","pp4","stimtype1","bin_0",0,"trial7","cheek",3.8144
"1191","pp4","stimtype1","bin_1",1,"trial7","brow",10.6791
"1192","pp4","stimtype1","bin_1",1,"trial7","cheek",3.3266
"1193","pp4","stimtype1","bin_2",2,"trial7","brow",13.566
"1194","pp4","stimtype1","bin_2",2,"trial7","cheek",4.1045
"1195","pp4","stimtype1","bin_3",3,"trial7","brow",12.1076
"1196","pp4","stimtype1","bin_3",3,"trial7","cheek",3.9306
"1197","pp4","stimtype1","bin_4",4,"trial7","brow",11.6877
"1198","pp4","stimtype1","bin_4",4,"trial7","cheek",4.1155
"1199","pp4","stimtype1","bin_5",5,"trial7","brow",7.8801
"1200","pp4","stimtype1","bin_5",5,"trial7","cheek",3.599
"1201","pp4","stimtype1","bin_6",6,"trial7","brow",9.659
"1202","pp4","stimtype1","bin_6",6,"trial7","cheek",3.9181
"1203","pp4","stimtype1","bin_7",7,"trial7","brow",9.1859
"1204","pp4","stimtype1","bin_7",7,"trial7","cheek",3.4954
"1205","pp4","stimtype1","bin_8",8,"trial7","brow",8.708
"1206","pp4","stimtype1","bin_8",8,"trial7","cheek",3.6729
"1207","pp4","stimtype1","bin_9",9,"trial7","brow",11.2158
"1208","pp4","stimtype1","bin_9",9,"trial7","cheek",3.5533
"1209","pp4","stimtype1","bin_10",10,"trial7","brow",12.2596
"1210","pp4","stimtype1","bin_10",10,"trial7","cheek",3.9597
"1211","pp4","stimtype1","bin_0",0,"trial8","brow",10.3159
"1212","pp4","stimtype1","bin_0",0,"trial8","cheek",3.7324
"1213","pp4","stimtype1","bin_1",1,"trial8","brow",9.7826
"1214","pp4","stimtype1","bin_1",1,"trial8","cheek",3.5839
"1215","pp4","stimtype1","bin_2",2,"trial8","brow",7.4521
"1216","pp4","stimtype1","bin_2",2,"trial8","cheek",3.7305
"1217","pp4","stimtype1","bin_3",3,"trial8","brow",9.9198
"1218","pp4","stimtype1","bin_3",3,"trial8","cheek",3.1619
"1219","pp4","stimtype1","bin_4",4,"trial8","brow",10.2271
"1220","pp4","stimtype1","bin_4",4,"trial8","cheek",3.5179
"1221","pp4","stimtype1","bin_5",5,"trial8","brow",9.1885
"1222","pp4","stimtype1","bin_5",5,"trial8","cheek",3.8352
"1223","pp4","stimtype1","bin_6",6,"trial8","brow",9.2698
"1224","pp4","stimtype1","bin_6",6,"trial8","cheek",3.8938
"1225","pp4","stimtype1","bin_7",7,"trial8","brow",9.6248
"1226","pp4","stimtype1","bin_7",7,"trial8","cheek",4.4753
"1227","pp4","stimtype1","bin_8",8,"trial8","brow",10.961
"1228","pp4","stimtype1","bin_8",8,"trial8","cheek",3.3859
"1229","pp4","stimtype1","bin_9",9,"trial8","brow",10.6006
"1230","pp4","stimtype1","bin_9",9,"trial8","cheek",2.8208
"1231","pp4","stimtype1","bin_10",10,"trial8","brow",11.0357
"1232","pp4","stimtype1","bin_10",10,"trial8","cheek",3.765
"1233","pp4","stimtype2","bin_0",0,"trial1","brow",7.9775
"1234","pp4","stimtype2","bin_0",0,"trial1","cheek",3.4493
"1235","pp4","stimtype2","bin_1",1,"trial1","brow",9.7561
"1236","pp4","stimtype2","bin_1",1,"trial1","cheek",3.3183
"1237","pp4","stimtype2","bin_2",2,"trial1","brow",8.3049
"1238","pp4","stimtype2","bin_2",2,"trial1","cheek",3.5918
"1239","pp4","stimtype2","bin_3",3,"trial1","brow",9.8998
"1240","pp4","stimtype2","bin_3",3,"trial1","cheek",3.4079
"1241","pp4","stimtype2","bin_4",4,"trial1","brow",7.0127
"1242","pp4","stimtype2","bin_4",4,"trial1","cheek",3.4862
