"","pp_no","condition","bin","bin_no","trial","muscle","rms"
"414","pp2","stimtype1","bin_8",8,"trial3","cheek",1.9051
"415","pp2","stimtype1","bin_9",9,"trial3","brow",7.913
"416","pp2","stimtype1","bin_9",9,"trial3","cheek",1.8992
"417","pp2","stimtype1","bin_10",10,"trial3","brow",8.9028
"418","pp2","stimtype1","bin_10",10,"trial3","cheek",1.8089
"419","pp2","stimtype1","bin_0",0,"trial4","brow",8.1535
"420","pp2","stimtype1","bin_0",0,"trial4","cheek",1.9729
"421","pp2","stimtype1","bin_1",1,"trial4","brow",7.6606
"422","pp2","stimtype1","bin_1",1,"trial4","cheek",1.934
"423","pp2","stimtype1","bin_2",2,"trial4","brow",9.0676
"424","pp2","stimtype1","bin_2",2,"trial4","cheek",1.8499
"425","pp2","stimtype1","bin_3",3,"trial4","brow",6.1579
"426","pp2","stimtype1","bin_3",3,"trial4","cheek",1.9017
"427","pp2","stimtype1","bin_4",4,"trial4","brow",6.3178
"428","pp2","stimtype1","bin_4",4,"trial4","cheek",1.986
"429","pp2","stimtype1","bin_5",5,"trial4","brow",7.563
"430","pp2","stimtype1","bin_5",5,"trial4","cheek",2.3366
"431","pp2","stimtype1","bin_6",6,"trial4","brow",9.4717
"432","pp2","stimtype1","bin_6",6,"trial4","cheek",2.5793
"433","pp2","stimtype1","bin_7",7,"trial4","brow",9.9765
"434","pp2","stimtype1","bin_7",7,"trial4","cheek",1.9777
"435","pp2","stimtype1","bin_8",8,"trial4","brow",10.0891
"436","pp2","stimtype1","bin_8",8,"trial4","cheek",2.8382
"437","pp2","stimtype1","bin_9",9,"trial4","brow",11.6013
"438","pp2","stimtype1","bin_9",9,"trial4","cheek",2.0253
"439","pp2","stimtype1","bin_10",10,"trial4","brow",8.009
"440","pp2","stimtype1","bin_10",10,"trial4","cheek",1.6776
"441","pp2","stimtype1","bin_0",0,"trial5","brow",8.0482
"442","pp2","stimtype1","bin_0",0,"trial5","cheek",2.0671
"443","pp2","stimtype1","bin_1",1,"trial5","brow",6.4195
"444","pp2","stimtype1","bin_1",1,"trial5","cheek",2.3352
"445","pp2","stimtype1","bin_2",2,"trial5","brow",6.8227
"446","pp2","stimtype1","bin_2",2,"trial5","cheek",1.5292
"447","pp2","stimtype1","bin_3",3,"trial5","brow",4.8999
"448","pp2","stimtype1","bin_3",3,"trial5","cheek",2.2978
"449","pp2","stimtype1","bin_4",4,"trial5","brow",6.8874
"450","pp2","stimtype1","bin_4",4,"trial5","cheek",2.1273
"451","pp2","stimtype1","bin_5",5,"trial5","brow",9.1266
"452","pp2","stimtype1","bin_5",5,"trial5","cheek",2.1491
"453","pp2","stimtype1","bin_6",6,"trial5","brow",8.1966
"454","pp2","stimtype1","bin_6",6,"trial5","cheek",1.852
"455","pp2","stimtype1","bin_7",7,"trial5","brow",6.6413
"456","pp2","stimtype1","bin_7",7,"trial5","cheek",2.1849
"457","pp2","stimtype1","bin_8",8,"trial5","brow",8.8471
"458","pp2","stimtype1","bin_8",8,"trial5","cheek",1.5937
"459","pp2","stimtype1","bin_9",9,"trial5","brow",7.2552
"460","pp2","stimtype1","bin_9",9,"trial5","cheek",2.2052
"461","pp2","stimtype1","bin_10",10,"trial5","brow",6.797
"462","pp2","stimtype1","bin_10",10,"trial5","cheek",2.3075
"463","pp2","stimtype1","bin_0",0,"trial6","brow",40.6425
"464","pp2","stimtype1","bin_0",0,"trial6","cheek",9.2716
"465","pp2","stimtype1","bin_1",1,"trial6","brow",23.8486
"466","pp2","stimtype1","bin_1",1,"trial6","cheek",2.628
"467","pp2","stimtype1","bin_2",2,"trial6","brow",23.8045
"468","pp2","stimtype1","bin_2",2,"trial6","cheek",3.1155
"469","pp2","stimtype1","bin_3",3,"trial6","brow",20.3027
"470","pp2","stimtype1","bin_3",3,"trial6","cheek",2.789
"471","pp2","stimtype1","bin_4",4,"trial6","brow",21.405
"472","pp2","stimtype1","bin_4",4,"trial6","cheek",2.8841
"473","pp2","stimtype1","bin_5",5,"trial6","brow",22.8568
"474","pp2","stimtype1","bin_5",5,"trial6","cheek",2.8215
"475","pp2","stimtype1","bin_6",6,"trial6","brow",23.1385
"476","pp2","stimtype1","bin_6",6,"trial6","cheek",2.3948
"477","pp2","stimtype1","bin_7",7,"trial6","brow",20.8533
"478","pp2","stimtype1","bin_7",7,"trial6","cheek",2.4377
"479","pp2","stimtype1","bin_8",8,"trial6","brow",21.7077
"480","pp2","stimtype1","bin_8",8,"trial6","cheek",3.6186
"481","pp2","stimtype1","bin_9",9,"trial6","brow",29.7683
"482","pp2","stimtype1","bin_9",9,"trial6","cheek",10.1966
"483","pp2","stimtype1","bin_10",10,"trial6","brow",18.9697
"484","pp2","stimtype1","bin_10",10,"trial6","cheek",4.7372
"485","pp2","stimtype1","bin_0",0,"trial7","brow",18.4426
"486","pp2","stimtype1","bin_0",0,"trial7","cheek",1.7
"487","pp2","stimtype1","bin_1",1,"trial7","brow",13.6174
"488","pp2","stimtype1","bin_1",1,"trial7","cheek",3.3069
"489","pp2","stimtype1","bin_2",2,"trial7","brow",9.8369
"490","pp2","stimtype1","bin_2",2,"trial7","cheek",3.7191
"491","pp2","stimtype1","bin_3",3,"trial7","brow",8.3159
"492","pp2","stimtype1","bin_3",3,"trial7","cheek",2.8861
"493","pp2","stimtype1","bin_4",4,"trial7","brow",5.8856
"494","pp2","stimtype1","bin_4",4,"trial7","cheek",2.1087
"495","pp2","stimtype1","bin_5",5,"trial7","brow",6.5285
"496","pp2","stimtype1","bin_5",5,"trial7","cheek",2.7483
"497","pp2","stimtype1","bin_6",6,"trial7","brow",5.7351
"498","pp2","stimtype1","bin_6",6,"trial7","cheek",2.6476
"499","pp2","stimtype1","bin_7",7,"trial7","brow",7.7307
"500","pp2","stimtype1","bin_7",7,"trial7","cheek",2.3478
"501","pp2","stimtype1","bin_8",8,"trial7","brow",8.7523
"502","pp2","stimtype1","bin_8",8,"trial7","cheek",2.6199
"503","pp2","stimtype1","bin_9",9,"trial7","brow",9.174
"504","pp2","stimtype1","bin_9",9,"trial7","cheek",2.7246
"505","pp2","stimtype1","bin_10",10,"trial7","brow",9.2883
"506","pp2","stimtype1","bin_10",10,"trial7","cheek",2.761
"507","pp2","stimtype1","bin_0",0,"trial8","brow",8.4161
"508","pp2","stimtype1","bin_0",0,"trial8","cheek",1.6957
"509","pp2","stimtype1","bin_1",1,"trial8","brow",7.1316
"510","pp2","stimtype1","bin_1",1,"trial8","cheek",1.9369
"511","pp2","stimtype1","bin_2",2,"trial8","brow",6.3634
"512","pp2","stimtype1","bin_2",2,"trial8","cheek",1.7387
"513","pp2","stimtype1","bin_3",3,"trial8","brow",7.5094
"514","pp2","stimtype1","bin_3",3,"trial8","cheek",2.0226
"515","pp2","stimtype1","bin_4",4,"trial8","brow",6.3668
"516","pp2","stimtype1","bin_4",4,"trial8","cheek",1.7612
"517","pp2","stimtype1","bin_5",5,"trial8","brow",6.1532
"518","pp2","stimtype1","bin_5",5,"trial8","cheek",2.2708
"519","pp2","stimtype1","bin_6",6,"trial8","brow",8.6336
"520","pp2","stimtype1","bin_6",6,"trial8","cheek",1.8633
"521","pp2","stimtype1","bin_7",7,"trial8","brow",8.538
"522","pp2","stimtype1","bin_7",7,"trial8","cheek",2.1271
"523","pp2","stimtype1","bin_8",8,"trial8","brow",7.2737
"524","pp2","stimtype1","bin_8",8,"trial8","cheek",2.728
"525","pp2","stimtype1","bin_9",9,"trial8","brow",8.9664
"526","pp2","stimtype1","bin_9",9,"trial8","cheek",2.6682
"527","pp2","stimtype1","bin_10",10,"trial8","brow",8.2651
"528","pp2","stimtype1","bin_10",10,"trial8","cheek",2.2517
"529","pp2","stimtype2","bin_0",0,"trial1","brow",7.8004
"530","pp2","stimtype2","bin_0",0,"trial1","cheek",7.3236
"531","pp2","stimtype2","bin_1",1,"trial1","brow",9.106
"532","pp2","stimtype2","bin_1",1,"trial1","cheek",9.6299
"533","pp2","stimtype2","bin_2",2,"trial1","brow",6.7937
"534","pp2","stimtype2","bin_2",2,"trial1","cheek",12.0397
"535","pp2","stimtype2","bin_3",3,"trial1","brow",8.4111
"536","pp2","stimtype2","bin_3",3,"trial1","cheek",13.7598
"537","pp2","stimtype2","bin_4",4,"trial1","brow",9.3351
"538","pp2","stimtype2","bin_4",4,"trial1","cheek",11.2613
"539","pp2","stimtype2","bin_5",5,"trial1","brow",6.3943
"540","pp2","stimtype2","bin_5",5,"trial1","cheek",9.9717
"541","pp2","stimtype2","bin_6",6,"trial1","brow",6.8856
"542","pp2","stimtype2","bin_6",6,"trial1","cheek",10.3371
"543","pp2","stimtype2","bin_7",7,"trial1","brow",8.2924
"544","pp2","stimtype2","bin_7",7,"trial1","cheek",6.1924
"545","pp2","stimtype2","bin_8",8,"trial1","brow",9.027
"546","pp2","stimtype2","bin_8",8,"trial1","cheek",6.5491
"547","pp2","stimtype2","bin_9",9,"trial1","brow",9.6689
"548","pp2","stimtype2","bin_9",9,"trial1","cheek",7.4212
"549","pp2","stimtype2","bin_10",10,"trial1","brow",8.0571
"550","pp2","stimtype2","bin_10",10,"trial1","cheek",7.1643
"551","pp2","stimtype2","bin_0",0,"trial2","brow",8.8576
"552","pp2","stimtype2","bin_0",0,"trial2","cheek",5.9057
"553","pp2","stimtype2","bin_1",1,"trial2","brow",7.7326
"554","pp2","stimtype2","bin_1",1,"trial2","cheek",3.6017
"555","pp2","stimtype2","bin_2",2,"trial2","brow",8.8425
"556","pp2","stimtype2","bin_2",2,"trial2","cheek",5.431
"557","pp2","stimtype2","bin_3",3,"trial2","brow",7.8358
"558","pp2","stimtype2","bin_3",3,"trial2","cheek",3.5878
"559","pp2","stimtype2","bin_4",4,"trial2","brow",7.7641
"560","pp2","stimtype2","bin_4",4,"trial2","cheek",6.5571
"561","pp2","stimtype2","bin_5",5,"trial2","brow",8.1086
"562","pp2","stimtype2","bin_5",5,"trial2","cheek",4.2329
"563","pp2","stimtype2","bin_6",6,"trial2","brow",9.8465
"564","pp2","stimtype2","bin_6",6,"trial2","cheek",4.7499
"565","pp2","stimtype2","bin_7",7,"trial2","brow",9.9847
"566","pp2","stimtype2","bin_7",7,"trial2","cheek",5.4647
"567","pp2","stimtype2","bin_8",8,"trial2","brow",8.0415
"568","pp2","stimtype2","bin_8",8,"trial2","cheek",3.0711
"569","pp2","stimtype2","bin_9",9,"trial2","brow",7.0091
"570","pp2","stimtype2","bin_9",9,"trial2","cheek",4.9152
"571","pp2","stimtype2","bin_10",10,"trial2","brow",7.0477
"572","pp2","stimtype2","bin_10",10,"trial2","cheek",3.7446
"573","pp2","stimtype2","bin_0",0,"trial3","brow",7.389
"574","pp2","stimtype2","bin_0",0,"trial3","cheek",3.0238
"575","pp2","stimtype2","bin_1",1,"trial3","brow",10.332
"576","pp2","stimtype2","bin_1",1,"trial3","cheek",2.9612
"577","pp2","stimtype2","bin_2",2,"trial3","brow",8.68
"578","pp2","stimtype2","bin_2",2,"trial3","cheek",4.4905
"579","pp2","stimtype2","bin_3",3,"trial3","brow",7.521
"580","pp2","stimtype2","bin_3",3,"trial3","cheek",2.5129
"581","pp2","stimtype2","bin_4",4,"trial3","brow",6.8962
"582","pp2","stimtype2","bin_4",4,"trial3","cheek",2.8747
"583","pp2","stimtype2","bin_5",5,"trial3","brow",7.7494
"584","pp2","stimtype2","bin_5",5,"trial3","cheek",3.3839
"585","pp2","stimtype2","bin_6",6,"trial3","brow",8.3503
"586","pp2","stimtype2","bin_6",6,"trial3","cheek",2.8058
"587","pp2","stimtype2","bin_7",7,"trial3","brow",6.5073
"588","pp2","stimtype2","bin_7",7,"trial3","cheek",2.7592
"589","pp2","stimtype2","bin_8",8,"trial3","brow",7.9737
"590","pp2","stimtype2","bin_8",8,"trial3","cheek",2.8911
"591","pp2","stimtype2","bin_9",9,"trial3","brow",7.2892
"592","pp2","stimtype2","bin_9",9,"trial3","cheek",3.2767
"593","pp2","stimtype2","bin_10",10,"trial3","brow",7.9366
"594","pp2","stimtype2","bin_10",10,"trial3","cheek",3.4721
"595","pp2","stimtype2","bin_0",0,"trial4","brow",6.8389
"596","pp2","stimtype2","bin_0",0,"trial4","cheek",2.8918
"597","pp2","stimtype2","bin_1",1,"trial4","brow",7.4312
"598","pp2","stimtype2","bin_1",1,"trial4","cheek",2.2134
"599","pp2","stimtype2","bin_2",2,"trial4","brow",5.5536
"600","pp2","stimtype2","bin_2",2,"trial4","cheek",2.5219
"601","pp2","stimtype2","bin_3",3,"trial4","brow",6.2069
"602","pp2","stimtype2","bin_3",3,"trial4","cheek",3.0509
"603","pp2","stimtype2","bin_4",4,"trial4","brow",7.3841
"604","pp2","stimtype2","bin_4",4,"trial4","cheek",2.3997
"605","pp2","stimtype2","bin_5",5,"trial4","brow",6.8894
"606","pp2","stimtype2","bin_5",5,"trial4","cheek",2.9604
"607","pp2","stimtype2","bin_6",6,"trial4","brow",7.3028
"608","pp2","stimtype2","bin_6",6,"trial4","cheek",2.598
"609","pp2","stimtype2","bin_7",7,"trial4","brow",5.6097
"610","pp2","stimtype2","bin_7",7,"trial4","cheek",2.4276
"611","pp2","stimtype2","bin_8",8,"trial4","brow",6.6818
"612","pp2","stimtype2","bin_8",8,"trial4","cheek",2.4055
"613","pp2","stimtype2","bin_9",9,"trial4","brow",7.7001
"614","pp2","stimtype2","bin_9",9,"trial4","cheek",2.6363
"615","pp2","stimtype2","bin_10",10,"trial4","brow",7.8141
"616","pp2","stimtype2","bin_10",10,"trial4","cheek",2.4614
"617","pp2","stimtype2","bin_0",0,"trial5","brow",7.3148
"618","pp2","stimtype2","bin_0",0,"trial5","cheek",4.1094
"619","pp2","stimtype2","bin_1",1,"trial5","brow",10.0602
"620","pp2","stimtype2","bin_1",1,"trial5","cheek",3.8912
"621","pp2","stimtype2","bin_2",2,"trial5","brow",13.6604
"622","pp2","stimtype2","bin_2",2,"trial5","cheek",5.1724
"623","pp2","stimtype2","bin_3",3,"trial5","brow",11.198
"624","pp2","stimtype2","bin_3",3,"trial5","cheek",3.3099
"625","pp2","stimtype2","bin_4",4,"trial5","brow",8.9293
"626","pp2","stimtype2","bin_4",4,"trial5","cheek",2.5425
"627","pp2","stimtype2","bin_5",5,"trial5","brow",7.7589
"628","pp2","stimtype2","bin_5",5,"trial5","cheek",2.6251
"629","pp2","stimtype2","bin_6",6,"trial5","brow",5.8629
"630","pp2","stimtype2","bin_6",6,"trial5","cheek",2.5461
"631","pp2","stimtype2","bin_7",7,"trial5","brow",7.8129
"632","pp2","stimtype2","bin_7",7,"trial5","cheek",2.7057
"633","pp2","stimtype2","bin_8",8,"trial5","brow",6.9076
"634","pp2","stimtype2","bin_8",8,"trial5","cheek",2.7043
"635","pp2","stimtype2","bin_9",9,"trial5","brow",6.7638
"636","pp2","stimtype2","bin_9",9,"trial5","cheek",1.8213
"637","pp2","stimtype2","bin_10",10,"trial5","brow",6.4171
"638","pp2","stimtype2","bin_10",10,"trial5","cheek",2.3554
"639","pp2","stimtype2","bin_0",0,"trial6","brow",7.3723
"640","pp2","stimtype2","bin_0",0,"trial6","cheek",2.3258
"641","pp2","stimtype2","bin_1",1,"trial6","brow",7.294
"642","pp2","stimtype2","bin_1",1,"trial6","cheek",2.2525
"643","pp2","stimtype2","bin_2",2,"trial6","brow",8.6566
"644","pp2","stimtype2","bin_2",2,"trial6","cheek",1.8721
"645","pp2","stimtype2","bin_3",3,"trial6","brow",7.5158
"646","pp2","stimtype2","bin_3",3,"trial6","cheek",1.6828
"647","pp2","stimtype2","bin_4",4,"trial6","brow",8.8851
"648","pp2","stimtype2","bin_4",4,"trial6","cheek",3.6103
"649","pp2","stimtype2","bin_5",5,"trial6","brow",7.3629
"650","pp2","stimtype2","bin_5",5,"trial6","cheek",2.6666
"651","pp2","stimtype2","bin_6",6,"trial6","brow",9.2564
"652","pp2","stimtype2","bin_6",6,"trial6","cheek",2.4952
"653","pp2","stimtype2","bin_7",7,"trial6","brow",8.1087
"654","pp2","stimtype2","bin_7",7,"trial6","cheek",2.334
"655","pp2","stimtype2","bin_8",8,"trial6","brow",8.1683
"656","pp2","stimtype2","bin_8",8,"trial6","cheek",1.9044
"657","pp2","stimtype2","bin_9",9,"trial6","brow",6.3015
"658","pp2","stimtype2","bin_9",9,"trial6","cheek",2.6919
"659","pp2","stimtype2","bin_10",10,"trial6","brow",6.375
"660","pp2","stimtype2","bin_10",10,"trial6","cheek",1.7629
"661","pp2","stimtype2","bin_0",0,"trial7","brow",7.7433
"662","pp2","stimtype2","bin_0",0,"trial7","cheek",2.0643
"663","pp2","stimtype2","bin_1",1,"trial7","brow",5.0959
"664","pp2","stimtype2","bin_1",1,"trial7","cheek",1.6621
"665","pp2","stimtype2","bin_2",2,"trial7","brow",9.1129
"666","pp2","stimtype2","bin_2",2,"trial7","cheek",1.9463
"667","pp2","stimtype2","bin_3",3,"trial7","brow",6.136
"668","pp2","stimtype2","bin_3",3,"trial7","cheek",1.6737
"669","pp2","stimtype2","bin_4",4,"trial7","brow",5.8447
"670","pp2","stimtype2","bin_4",4,"trial7","cheek",2.3869
"671","pp2","stimtype2","bin_5",5,"trial7","brow",6.7938
"672","pp2","stimtype2","bin_5",5,"trial7","cheek",3.0197
"673","pp2","stimtype2","bin_6",6,"trial7","brow",6.0562
"674","pp2","stimtype2","bin_6",6,"trial7","cheek",2.5093
"675","pp2","stimtype2","bin_7",7,"trial7","brow",9.8406
"676","pp2","stimtype2","bin_7",7,"trial7","cheek",2.858
"677","pp2","stimtype2","bin_8",8,"trial7","brow",10.8173
"678","pp2","stimtype2","bin_8",8,"trial7","cheek",1.6526
"679","pp2","stimtype2","bin_9",9,"trial7","brow",12.231
"680","pp2","stimtype2","bin_9",9,"trial7","cheek",1.9616
"681","pp2","stimtype2","bin_10",10,"trial7","brow",6.879
"682","pp2","stimtype2","bin_10",10,"trial7","cheek",2.4219
"683","pp2","stimtype2","bin_0",0,"trial8","brow",6.5256
"684","pp2","stimtype2","bin_0",0,"trial8","cheek",2.1717
"685","pp2","stimtype2","bin_1",1,"trial8","brow",6.1099
"686","pp2","stimtype2","bin_1",1,"trial8","cheek",2.2886
"687","pp2","stimtype2","bin_2",2,"trial8","brow",7.3887
"688","pp2","stimtype2","bin_2",2,"trial8","cheek",1.8507
"689","pp2","stimtype2","bin_3",3,"trial8","brow",6.9613
"690","pp2","stimtype2","bin_3",3,"trial8","cheek",1.7599
"691","pp2","stimtype2","bin_4",4,"trial8","brow",7.4674
"692","pp2","stimtype2","bin_4",4,"trial8","cheek",2.2718
"693","pp2","stimtype2","bin_5",5,"trial8","brow",6.2684
"694","pp2","stimtype2","bin_5",5,"trial8","cheek",2.2633
"695","pp2","stimtype2","bin_6",6,"trial8","brow",5.9909
"696","pp2","stimtype2","bin_6",6,"trial8","cheek",1.947
"697","pp2","stimtype2","bin_7",7,"trial8","brow",7.9707
"698","pp2","stimtype2","bin_7",7,"trial8","cheek",2.5138
"699","pp2","stimtype2","bin_8",8,"trial8","brow",6.8114
"700","pp2","stimtype2","bin_8",8,"trial8","cheek",2.5459
"701","pp2","stimtype2","bin_9",9,"trial8","brow",5.2798
"702","pp2","stimtype2","bin_9",9,"trial8","cheek",1.6312
"703","pp2","stimtype2","bin_10",10,"trial8","brow",6.3512
"704","pp2","stimtype2","bin_10",10,"trial8","cheek",1.6486
"705","pp3","stimtype1","bin_0",0,"trial1","brow",11.8055
"706","pp3","stimtype1","bin_0",0,"trial1","cheek",4.2703
"707","pp3","stimtype1","bin_1",1,"trial1","brow",8.0334
"708","pp3","stimtype1","bin_1",1,"trial1","cheek",2.9973
"709","pp3","stimtype1","bin_2",2,"trial1","brow",6.8459
"710","pp3","stimtype1","bin_2",2,"trial1","cheek",3.2633
"711","pp3","stimtype1","bin_3",3,"trial1","brow",6.3522
"712","pp3","stimtype1","bin_3",3,"trial1","cheek",2.473
"713","pp3","stimtype1","bin_4",4,"trial1","brow",6.8784
"714","pp3","stimtype1","bin_4",4,"trial1","cheek",2.6515
"715","pp3","stimtype1","bin_5",5,"trial1","brow",6.4012
"716","pp3","stimtype1","bin_5",5,"trial1","cheek",2.5935
"717","pp3","stimtype1","bin_6",6,"trial1","brow",7.3035
"718","pp3","stimtype1","bin_6",6,"trial1","cheek",2.647
"719","pp3","stimtype1","bin_7",7,"trial1","brow",5.5818
"720","pp3","stimtype1","bin_7",7,"trial1","cheek",2.9685
"721","pp3","stimtype1","bin_8",8,"trial1","brow",6.9612
"722","pp3","stimtype1","bin_8",8,"trial1","cheek",2.6129
"723","pp3","stimtype1","bin_9",9,"trial1","brow",4.4196
"724","pp3","stimtype1","bin_9",9,"trial1","cheek",3.0318
"725","pp3","stimtype1","bin_10",10,"trial1","brow",5.5812
"726","pp3","stimtype1","bin_10",10,"trial1","cheek",2.4739
"727","pp3","stimtype1","bin_0",0,"trial2","brow",9.498
"728","pp3","stimtype1","bin_0",0,"trial2","cheek",3.4185
"729","pp3","stimtype1","bin_1",1,"trial2","brow",12.3057
"730","pp3","stimtype1","bin_1",1,"trial2","cheek",4.0138
"731","pp3","stimtype1","bin_2",2,"trial2","brow",6.6874
"732","pp3","stimtype1","bin_2",2,"trial2","cheek",3.5848
"733","pp3","stimtype1","bin_3",3,"trial2","brow",10.446
"734","pp3","stimtype1","bin_3",3,"trial2","cheek",9.9048
"735","pp3","stimtype1","bin_4",4,"trial2","brow",6.8579
"736","pp3","stimtype1","bin_4",4,"trial2","cheek",6.4411
"737","pp3","stimtype1","bin_5",5,"trial2","brow",4.0093
"738","pp3","stimtype1","bin_5",5,"trial2","cheek",4.1036
"739","pp3","stimtype1","bin_6",6,"trial2","brow",5.4975
"740","pp3","stimtype1","bin_6",6,"trial2","cheek",3.3627
"741","pp3","stimtype1","bin_7",7,"trial2","brow",5.7794
"742","pp3","stimtype1","bin_7",7,"trial2","cheek",3.1553
"743","pp3","stimtype1","bin_8",8,"trial2","brow",6.8616
"744","pp3","stimtype1","bin_8",8,"trial2","cheek",2.3106
"745","pp3","stimtype1","bin_9",9,"trial2","brow",5.6114
"746","pp3","stimtype1","bin_9",9,"trial2","cheek",3.1087
"747","pp3","stimtype1","bin_10",10,"trial2","brow",5.4649
"748","pp3","stimtype1","bin_10",10,"trial2","cheek",3.4349
"749","pp3","stimtype1","bin_0",0,"trial3","brow",5.5418
"750","pp3","stimtype1","bin_0",0,"trial3","cheek",2.8312
"751","pp3","stimtype1","bin_1",1,"trial3","brow",5.522
"752","pp3","stimtype1","bin_1",1,"trial3","cheek",2.8452
"753","pp3","stimtype1","bin_2",2,"trial3","brow",6.5582
"754","pp3","stimtype1","bin_2",2,"trial3","cheek",2.7329
"755","pp3","stimtype1","bin_3",3,"trial3","brow",5.9385
"756","pp3","stimtype1","bin_3",3,"trial3","cheek",3.003
"757","pp3","stimtype1","bin_4",4,"trial3","brow",5.4629
"758","pp3","stimtype1","bin_4",4,"trial3","cheek",3.1957
"759","pp3","stimtype1","bin_5",5,"trial3","brow",5.1197
"760","pp3","stimtype1","bin_5",5,"trial3","cheek",3.0409
"761","pp3","stimtype1","bin_6",6,"trial3","brow",6.9766
"762","pp3","stimtype1","bin_6",6,"trial3","cheek",2.5174
"763","pp3","stimtype1","bin_7",7,"trial3","brow",7.0025
"764","pp3","stimtype1","bin_7",7,"trial3","cheek",3.4019
"765","pp3","stimtype1","bin_8",8,"trial3","brow",6.5762
"766","pp3","stimtype1","bin_8",8,"trial3","cheek",2.7658
"767","pp3","stimtype1","bin_9",9,"trial3","brow",5.7545
"768","pp3","stimtype1","bin_9",9,"trial3","cheek",2.5839
"769","pp3","stimtype1","bin_10",10,"trial3","brow",7.134
"770","pp3","stimtype1","bin_10",10,"trial3","cheek",2.7454
"771","pp3","stimtype1","bin_0",0,"trial4","brow",6.1382
"772","pp3","stimtype1","bin_0",0,"trial4","cheek",2.9431
"773","pp3","stimtype1","bin_1",1,"trial4","brow",5.9256
"774","pp3","stimtype1","bin_1",1,"trial4","cheek",2.4938
"775","pp3","stimtype1","bin_2",2,"trial4","brow",7.1593
"776","pp3","stimtype1","bin_2",2,"trial4","cheek",3.0177
"777","pp3","stimtype1","bin_3",3,"trial4","brow",6.2471
"778","pp3","stimtype1","bin_3",3,"trial4","cheek",3.2968
"779","pp3","stimtype1","bin_4",4,"trial4","brow",6.3075
"780","pp3","stimtype1","bin_4",4,"trial4","cheek",2.9302
"781","pp3","stimtype1","bin_5",5,"trial4","brow",5.2659
"782","pp3","stimtype1","bin_5",5,"trial4","cheek",2.5273
"783","pp3","stimtype1","bin_6",6,"trial4","brow",7.364
"784","pp3","stimtype1","bin_6",6,"trial4","cheek",2.7175
"785","pp3","stimtype1","bin_7",7,"trial4","brow",4.3153
"786","pp3","stimtype1","bin_7",7,"trial4","cheek",2.6792
"787","pp3","stimtype1","bin_8",8,"trial4","brow",5.6996
"788","pp3","stimtype1","bin_8",8,"trial4","cheek",3.1492
"789","pp3","stimtype1","bin_9",9,"trial4","brow",5.6962
"790","pp3","stimtype1","bin_9",9,"trial4","cheek",2.7396
"791","pp3","stimtype1","bin_10",10,"trial4","brow",5.0323
"792","pp3","stimtype1","bin_10",10,"trial4","cheek",2.955
"793","pp3","stimtype1","bin_0",0,"trial5","brow",6.2033
"794","pp3","stimtype1","bin_0",0,"trial5","cheek",4.4589
"795","pp3","stimtype1","bin_1",1,"trial5","brow",10.1449
"796","pp3","stimtype1","bin_1",1,"trial5","cheek",7.2334
"797","pp3","stimtype1","bin_2",2,"trial5","brow",7.9538
"798","pp3","stimtype1","bin_2",2,"trial5","cheek",5.2558
"799","pp3","stimtype1","bin_3",3,"trial5","brow",5.8405
"800","pp3","stimtype1","bin_3",3,"trial5","cheek",2.8228
"801","pp3","stimtype1","bin_4",4,"trial5","brow",6.4233
"802","pp3","stimtype1","bin_4",4,"trial5","cheek",2.9179
"803","pp3","stimtype1","bin_5",5,"trial5","brow",6.285
"804","pp3","stimtype1","bin_5",5,"trial5","cheek",2.7261
"805","pp3","stimtype1","bin_6",6,"trial5","brow",6.747
"806","pp3","stimtype1","bin_6",6,"trial5","cheek",3.0447
"807","pp3","stimtype1","bin_7",7,"trial5","brow",5.6085
"808","pp3","stimtype1","bin_7",7,"trial5","cheek",3.2628
"809","pp3","stimtype1","bin_8",8,"trial5","brow",5.2322
"810","pp3","stimtype1","bin_8",8,"trial5","cheek",2.8674
"811","pp3","stimtype1","bin_9",9,"trial5","brow",7.9501
"812","pp3","stimtype1","bin_9",9,"trial5","cheek",3.4834
"813","pp3","stimtype1","bin_10",10,"trial5","brow",5.7313
"814","pp3","stimtype1","bin_10",10,"trial5","cheek",3.2173
"815","pp3","stimtype1","bin_0",0,"trial6","brow",5.7841
"816","pp3","stimtype1","bin_0",0,"trial6","cheek",2.71
"817","pp3","stimtype1","bin_1",1,"trial6","brow",9.353
"818","pp3","stimtype1","bin_1",1,"trial6","cheek",2.6323
"819","pp3","stimtype1","bin_2",2,"trial6","brow",6.8319
"820","pp3","stimtype1","bin_2",2,"trial6","cheek",2.5382
"821","pp3","stimtype1","bin_3",3,"trial6","brow",6.4684
"822","pp3","stimtype1","bin_3",3,"trial6","cheek",2.6367
"823","pp3","stimtype1","bin_4",4,"trial6","brow",5.4151
"824","pp3","stimtype1","bin_4",4,"trial6","cheek",2.44
"825","pp3","stimtype1","bin_5",5,"trial6","brow",5.6796
"826","pp3","stimtype1","bin_5",5,"trial6","cheek",3.19
"827","pp3","stimtype1","bin_6",6,"trial6","brow",6.0858
"828","pp3","stimtype1","bin_6",6,"trial6","cheek",2.5098
"829","pp3","stimtype1","bin_7",7,"trial6","brow",6.908
"830","pp3","stimtype1","bin_7",7,"trial6","cheek",2.9049
"831","pp3","stimtype1","bin_8",8,"trial6","brow",6.6827
