,Participant,emotion,role,muscle,meandiff,countgood,INOUT,response
375,43,NEUTRAL,Cooperator,BROW,0.181078642,7,in,0.181078642
376,43,NEUTRAL,Cooperator,CHEEK,-0.121931193,7,in,-0.121931193
377,43,NEUTRAL,Novel,BROW,0.194116752,4,in,0.194116752
378,43,NEUTRAL,Novel,CHEEK,-0.467814394,4,in,-0.467814394
379,44,ANGRY,Competitor,BROW,0.124139908,4,in,0.124139908
380,44,ANGRY,Competitor,CHEEK,0.487208325,4,in,0.487208325
381,44,ANGRY,Cooperator,BROW,-0.05224635,6,in,-0.05224635
382,44,ANGRY,Cooperator,CHEEK,-0.348984686,6,in,-0.348984686
383,44,ANGRY,Novel,BROW,0.321011897,6,in,0.321011897
384,44,ANGRY,Novel,CHEEK,-0.028396523,6,in,-0.028396523
385,44,HAPPY,Competitor,BROW,0.202896444,5,in,0.202896444
386,44,HAPPY,Competitor,CHEEK,-0.600819423,5,in,-0.600819423
387,44,HAPPY,Cooperator,BROW,0.478937778,4,in,0.478937778
388,44,HAPPY,Cooperator,CHEEK,0.069395202,4,in,0.069395202
389,44,HAPPY,Novel,BROW,-0.530435909,5,in,-0.530435909
390,44,HAPPY,Novel,CHEEK,0.026612885,5,in,0.026612885
391,44,NEUTRAL,Competitor,BROW,-0.03287005,7,in,-0.03287005
392,44,NEUTRAL,Competitor,CHEEK,-0.010726835,7,in,-0.010726835
393,44,NEUTRAL,Cooperator,BROW,-0.458593953,6,in,-0.458593953
394,44,NEUTRAL,Cooperator,CHEEK,-0.015752694,6,in,-0.015752694
395,44,NEUTRAL,Novel,BROW,-0.079840164,5,in,-0.079840164
396,44,NEUTRAL,Novel,CHEEK,0.127063398,5,in,0.127063398
397,45,ANGRY,Competitor,BROW,-0.034712093,7,in,-0.034712093
398,45,ANGRY,Competitor,CHEEK,-0.072068324,7,in,-0.072068324
399,45,ANGRY,Cooperator,BROW,0.293287887,8,in,0.293287887
400,45,ANGRY,Cooperator,CHEEK,-0.005557587,8,in,-0.005557587
401,45,ANGRY,Novel,BROW,-0.087948206,6,in,-0.087948206
402,45,ANGRY,Novel,CHEEK,-0.040224583,6,in,-0.040224583
403,45,HAPPY,Competitor,BROW,0.304288909,2,out,NA
404,45,HAPPY,Competitor,CHEEK,0.568346062,2,out,NA
405,45,HAPPY,Cooperator,BROW,0.109740368,4,in,0.109740368
406,45,HAPPY,Cooperator,CHEEK,-0.319341444,4,in,-0.319341444
407,45,HAPPY,Novel,BROW,-8.72E-05,6,in,-8.72E-05
408,45,HAPPY,Novel,CHEEK,-0.432773039,6,in,-0.432773039
409,45,NEUTRAL,Competitor,BROW,-0.132770009,5,in,-0.132770009
410,45,NEUTRAL,Competitor,CHEEK,-0.089879774,5,in,-0.089879774
411,45,NEUTRAL,Cooperator,BROW,0.20326268,5,in,0.20326268
412,45,NEUTRAL,Cooperator,CHEEK,-0.234231315,5,in,-0.234231315
413,45,NEUTRAL,Novel,BROW,0.674447661,5,in,0.674447661
414,45,NEUTRAL,Novel,CHEEK,1.189891821,5,in,1.189891821
415,46,ANGRY,Competitor,BROW,0.083384581,7,in,0.083384581
416,46,ANGRY,Competitor,CHEEK,-0.020401506,7,in,-0.020401506
417,46,ANGRY,Cooperator,BROW,0.172414719,7,in,0.172414719
418,46,ANGRY,Cooperator,CHEEK,-0.071094217,7,in,-0.071094217
419,46,ANGRY,Novel,BROW,-0.747225198,5,in,-0.747225198
420,46,ANGRY,Novel,CHEEK,-0.035795289,5,in,-0.035795289
421,46,HAPPY,Competitor,BROW,0.028310876,4,in,0.028310876
422,46,HAPPY,Competitor,CHEEK,-0.235965208,4,in,-0.235965208
423,46,HAPPY,Cooperator,BROW,-0.105057225,6,in,-0.105057225
424,46,HAPPY,Cooperator,CHEEK,-0.0416016,6,in,-0.0416016
425,46,HAPPY,Novel,BROW,0.141532513,3,out,NA
426,46,HAPPY,Novel,CHEEK,0.074597417,3,out,NA
427,46,NEUTRAL,Competitor,BROW,-0.092358,6,in,-0.092358
428,46,NEUTRAL,Competitor,CHEEK,-0.176730689,6,in,-0.176730689
429,46,NEUTRAL,Cooperator,BROW,0.318661338,5,in,0.318661338
430,46,NEUTRAL,Cooperator,CHEEK,0.186042406,5,in,0.186042406
431,46,NEUTRAL,Novel,BROW,0.034354377,6,in,0.034354377
432,46,NEUTRAL,Novel,CHEEK,0.079783829,6,in,0.079783829
433,55,ANGRY,Competitor,BROW,0.984061804,4,in,0.984061804
434,55,ANGRY,Competitor,CHEEK,0.843483548,4,in,0.843483548
435,55,ANGRY,Cooperator,BROW,-0.770096127,3,out,NA
436,55,ANGRY,Cooperator,CHEEK,-0.756572357,3,out,NA
437,55,ANGRY,Novel,BROW,0.356609678,4,in,0.356609678
438,55,ANGRY,Novel,CHEEK,0.342769966,4,in,0.342769966
439,55,HAPPY,Competitor,BROW,0.328347767,5,in,0.328347767
440,55,HAPPY,Competitor,CHEEK,0.309082508,5,in,0.309082508
441,55,HAPPY,Cooperator,BROW,-0.182116427,5,in,-0.182116427
442,55,HAPPY,Cooperator,CHEEK,-0.204481935,5,in,-0.204481935
443,55,HAPPY,Novel,BROW,-0.006678729,6,in,-0.006678729
444,55,HAPPY,Novel,CHEEK,-0.027821094,6,in,-0.027821094
445,55,NEUTRAL,Competitor,BROW,0.024425623,5,in,0.024425623
446,55,NEUTRAL,Competitor,CHEEK,-0.357036429,5,in,-0.357036429
447,55,NEUTRAL,Cooperator,BROW,-0.224987042,6,in,-0.224987042
448,55,NEUTRAL,Cooperator,CHEEK,-0.198763903,6,in,-0.198763903
449,55,NEUTRAL,Novel,BROW,0.529732734,5,in,0.529732734
450,55,NEUTRAL,Novel,CHEEK,0.46147819,5,in,0.46147819
451,56,ANGRY,Competitor,BROW,-0.104666886,7,in,-0.104666886
452,56,ANGRY,Competitor,CHEEK,0.16283688,7,in,0.16283688
453,56,ANGRY,Cooperator,BROW,-0.087839343,8,in,-0.087839343
454,56,ANGRY,Cooperator,CHEEK,-0.16297041,8,in,-0.16297041
455,56,ANGRY,Novel,BROW,-0.086391442,7,in,-0.086391442
456,56,ANGRY,Novel,CHEEK,-0.118655881,7,in,-0.118655881
457,56,HAPPY,Competitor,BROW,-0.412522582,8,in,-0.412522582
458,56,HAPPY,Competitor,CHEEK,0.724638052,8,in,0.724638052
459,56,HAPPY,Cooperator,BROW,0.100801507,8,in,0.100801507
460,56,HAPPY,Cooperator,CHEEK,-0.083653616,8,in,-0.083653616
461,56,HAPPY,Novel,BROW,-0.123153482,7,in,-0.123153482
462,56,HAPPY,Novel,CHEEK,-0.139771032,7,in,-0.139771032
463,56,NEUTRAL,Competitor,BROW,-0.007592863,8,in,-0.007592863
464,56,NEUTRAL,Competitor,CHEEK,0.24290841,8,in,0.24290841
465,56,NEUTRAL,Cooperator,BROW,0.235314119,7,in,0.235314119
466,56,NEUTRAL,Cooperator,CHEEK,-0.064936199,7,in,-0.064936199
467,56,NEUTRAL,Novel,BROW,0.090450736,7,in,0.090450736
468,56,NEUTRAL,Novel,CHEEK,-0.276041256,7,in,-0.276041256
469,57,ANGRY,Competitor,BROW,0.16060494,5,in,0.16060494
470,57,ANGRY,Competitor,CHEEK,0.056006515,5,in,0.056006515
471,57,ANGRY,Cooperator,BROW,0.187844028,5,in,0.187844028
472,57,ANGRY,Cooperator,CHEEK,-1.026355495,5,in,-1.026355495
473,57,ANGRY,Novel,BROW,0.033761211,7,in,0.033761211
474,57,ANGRY,Novel,CHEEK,0.185878271,7,in,0.185878271
475,57,HAPPY,Competitor,BROW,-0.084837628,6,in,-0.084837628
476,57,HAPPY,Competitor,CHEEK,0.041782584,6,in,0.041782584
477,57,HAPPY,Cooperator,BROW,-0.077408786,6,in,-0.077408786
478,57,HAPPY,Cooperator,CHEEK,0.127120174,6,in,0.127120174
479,57,HAPPY,Novel,BROW,-0.254503504,5,in,-0.254503504
480,57,HAPPY,Novel,CHEEK,-0.035809972,5,in,-0.035809972
481,57,NEUTRAL,Competitor,BROW,0.103747408,8,in,0.103747408
482,57,NEUTRAL,Competitor,CHEEK,-0.141922349,8,in,-0.141922349
483,57,NEUTRAL,Cooperator,BROW,0.120740572,6,in,0.120740572
484,57,NEUTRAL,Cooperator,CHEEK,-0.001899208,6,in,-0.001899208
485,57,NEUTRAL,Novel,BROW,-0.229159146,8,in,-0.229159146
486,57,NEUTRAL,Novel,CHEEK,0.016984936,8,in,0.016984936
487,58,ANGRY,Competitor,BROW,0.298097532,5,in,0.298097532
488,58,ANGRY,Competitor,CHEEK,0.061415503,5,in,0.061415503
489,58,ANGRY,Cooperator,BROW,0.268189917,7,in,0.268189917
490,58,ANGRY,Cooperator,CHEEK,-0.05931723,7,in,-0.05931723
491,58,ANGRY,Novel,BROW,0.620994754,6,in,0.620994754
492,58,ANGRY,Novel,CHEEK,0.0663735,6,in,0.0663735
493,58,HAPPY,Competitor,BROW,0.182727653,2,out,NA
494,58,HAPPY,Competitor,CHEEK,-0.223807651,2,out,NA
495,58,HAPPY,Cooperator,BROW,-0.012791294,4,in,-0.012791294
496,58,HAPPY,Cooperator,CHEEK,1.032284327,4,in,1.032284327
497,58,HAPPY,Novel,BROW,0.178428881,3,out,NA
498,58,HAPPY,Novel,CHEEK,-0.483530786,3,out,NA
499,58,NEUTRAL,Competitor,BROW,-0.013621928,8,in,-0.013621928
500,58,NEUTRAL,Competitor,CHEEK,-0.084398573,8,in,-0.084398573
501,58,NEUTRAL,Cooperator,BROW,0.141114774,7,in,0.141114774
502,58,NEUTRAL,Cooperator,CHEEK,-0.0160786,7,in,-0.0160786
503,58,NEUTRAL,Novel,BROW,0.106211418,5,in,0.106211418
504,58,NEUTRAL,Novel,CHEEK,-0.013813836,5,in,-0.013813836
505,59,ANGRY,Competitor,BROW,-0.044740917,7,in,-0.044740917
506,59,ANGRY,Competitor,CHEEK,-0.817796943,7,in,-0.817796943
507,59,ANGRY,Cooperator,BROW,-0.104213506,7,in,-0.104213506
508,59,ANGRY,Cooperator,CHEEK,0.027359583,7,in,0.027359583
509,59,ANGRY,Novel,BROW,-0.012957489,5,in,-0.012957489
510,59,ANGRY,Novel,CHEEK,-0.374380763,5,in,-0.374380763
511,59,HAPPY,Competitor,BROW,0.194285454,6,in,0.194285454
512,59,HAPPY,Competitor,CHEEK,0.170362973,6,in,0.170362973
513,59,HAPPY,Cooperator,BROW,-0.187413621,7,in,-0.187413621
514,59,HAPPY,Cooperator,CHEEK,6.73E-05,7,in,6.73E-05
515,59,HAPPY,Novel,BROW,-0.115456401,6,in,-0.115456401
516,59,HAPPY,Novel,CHEEK,0.136098217,6,in,0.136098217
517,59,NEUTRAL,Competitor,BROW,0.240958173,6,in,0.240958173
518,59,NEUTRAL,Competitor,CHEEK,0.002463219,6,in,0.002463219
519,59,NEUTRAL,Cooperator,BROW,0.475038746,7,in,0.475038746
520,59,NEUTRAL,Cooperator,CHEEK,-0.611712701,7,in,-0.611712701
521,59,NEUTRAL,Novel,BROW,0.104542201,6,in,0.104542201
522,59,NEUTRAL,Novel,CHEEK,-0.17961509,6,in,-0.17961509
523,60,ANGRY,Competitor,BROW,0.069236725,8,in,0.069236725
524,60,ANGRY,Competitor,CHEEK,0.023998716,8,in,0.023998716
525,60,ANGRY,Cooperator,BROW,0.341966799,7,in,0.341966799
526,60,ANGRY,Cooperator,CHEEK,0.002783486,7,in,0.002783486
527,60,ANGRY,Novel,BROW,0.206664084,6,in,0.206664084
528,60,ANGRY,Novel,CHEEK,0.143012707,6,in,0.143012707
529,60,HAPPY,Competitor,BROW,-0.088654318,7,in,-0.088654318
530,60,HAPPY,Competitor,CHEEK,-0.304904709,7,in,-0.304904709
531,60,HAPPY,Cooperator,BROW,-0.015168304,7,in,-0.015168304
532,60,HAPPY,Cooperator,CHEEK,-0.247780872,7,in,-0.247780872
533,60,HAPPY,Novel,BROW,-0.23433677,6,in,-0.23433677
534,60,HAPPY,Novel,CHEEK,0.145398879,6,in,0.145398879
535,60,NEUTRAL,Competitor,BROW,0.117768083,7,in,0.117768083
536,60,NEUTRAL,Competitor,CHEEK,0.023816042,7,in,0.023816042
537,60,NEUTRAL,Cooperator,BROW,-0.038685488,5,in,-0.038685488
538,60,NEUTRAL,Cooperator,CHEEK,-0.391574095,5,in,-0.391574095
539,60,NEUTRAL,Novel,BROW,0.349514879,7,in,0.349514879
540,60,NEUTRAL,Novel,CHEEK,0.251936278,7,in,0.251936278
